activity_type,company_name,full_name,job_title,email,phone,address,city,state,country,zip_code,industry,nature_of_business,engagement_level,company_size,company_revenue,last_activity,content_name,asset_description,booth_scan_notes,consent_statement_served,consent_response
Content Download,Evergreen IT,Joan Parker,Application Security Engineer,joanp@evergreenit.com,+16 867-3233,807 Cedar Blvd,Sao Paulo,SP,Brazil,01310,"Management, Scientific, And Technical Consulting Services","Management, Scientific, And Technical Consulting Services",Medium,10K-50K,More Than $10B,2026-06-10 12:53:09,Hacking The AI Stack: Live Red Team Demo,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Nebula Cloud,Victoria Baker,Director of IT Security,vbaker@nebulacloud.io,+30 560-2500,6693 Forest Ave,Singapore,Singapore,Singapore,048616,Other Information Services,Other Information Services,Medium,1K-5K,$50M-$100M,2026-06-10 11:30:23,Cloud Security Posture Management Demo,,,Delegate consented to badge scan,Accepted
Content Download,Pylon Solutions,Lisa Kim,Security Architect,lkim@pylonsolutio.org,(652) 970-1142,9576 Maple Dr,Montreal,Quebec,Canada,H2X,Software Publishers,Software Publishers,Very Low,50K+,More Than $10B,2026-06-10 15:48:32,Zero Trust Architecture Deep Dive,,,Delegate consented to badge scan,Accepted
Badge Scan,Radiant Software,Steven Miller,Security Architect,steven.miller@radiantsoftw.com,(231) 897-5299,6528 Oak Ave,Atlanta,GA,United States  ,30301,"Electric Power Generation, Transmission And Distribution","Electric Power Generation, Transmission And Distribution",Very Low,10K-50K,$10M-$50M,2026-06-10 08:51:08,Zero Trust Architecture Deep Dive,,,Delegate consented to badge scan,Accepted
Content Download,Nebula Cloud,Frances Baker,Deputy CISO,fbaker@nebulacloud.co,+61 802-3975,2319 Market St,Tel Aviv,Tel Aviv,Israel,6100000,"Data Processing, Hosting, And Related Services","Data Processing, Hosting, And Related Services",Very High,1K-5K,$10M-$50M,2026-06-10 08:08:54,"Research, News, And Perspectives",,,Delegate consented to badge scan,Accepted
Product View,Meridian Data,Debra Ramirez,IT Manager,debrar@meridiandata.org,+61 913-7535,5252 Lake St,Paris,Ile-de-France,France,75001,Oil And Gas Extraction,Oil And Gas Extraction,Low,10K-50K,$10M-$50M,2026-06-10 09:49:14,Zero Trust Architecture Deep Dive,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Peak Solutions,Henry Walker,GRC Manager,henry.walker@peaksolution.org,(278) 615-1558,8444 Park Ave,Seattle,WA,United States  ,98101,Aerospace Product And Parts Manufacturing,Aerospace Product And Parts Manufacturing,High,101-500,Unavailable,2026-06-10 10:52:43,"Research, News, And Perspectives",,,Delegate acknowledged event terms,Acknowledged
Product View,Ember Technologies,Michelle Ramirez,Risk Analyst,michelle@embertechnol.co,+86 504-6085,5035 Hill Rd,London,England,United Kingdom Of Great Britain And Northern Ireland (The),EC1,Scientific Research And Development Services,Scientific Research And Development Services,Very Low,5K-10K,$10M-$50M,2026-06-10 10:08:56,Cloud Security Posture Management Demo,,,Delegate acknowledged event terms,Acknowledged
Badge Scan,Pylon Solutions,Noah Moore,Forensics Analyst,nmoore@pylonsolutio.net,+75 187-5420,3938 Spring St,Birmingham,England,United Kingdom Of Great Britain And Northern Ireland (The),B1,Pharmaceutical And Medicine Manufacturing,Pharmaceutical And Medicine Manufacturing,Low,Unavailable,$1B-$10B,2026-06-10 13:07:36,XDR Platform Overview,,,Delegate consented to badge scan,Accepted
Product View,Vanguard Tech,Sandra Foster,Incident Response Lead,sfoster@vanguardtech.org,(652) 376-1171,6870 Market St,Washington,DC,United States  ,20001,Wired And Wireless Telecommunications Carriers,Wired And Wireless Telecommunications Carriers,High,1K-5K,Less Than $1M,2026-06-10 16:23:22,Container Security Workshop,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Pylon Solutions,Michael Walker,Endpoint Security Engineer,michael@pylonsolutio.com,(417) 776-2896,9920 Elm St,Montreal,Quebec,Canada,H2X,Pharmaceutical And Medicine Manufacturing,Pharmaceutical And Medicine Manufacturing,Very High,1K-5K,Unavailable,2026-06-10 10:52:47,Container Security Workshop,,,Delegate acknowledged event terms,Acknowledged
Product View,Stratos Computing,Dylan Hernandez,GRC Manager,dylan@stratoscompu.org,(547) 211-6951,703 Forest Ave,Washington,DC,United States  ,20001,Computer Systems Design And Related Services,Computer Systems Design And Related Services,Very High,101-500,$500M-$1B,2026-06-10 09:42:35,Hacking The AI Stack: Live Red Team Demo,,,Delegate acknowledged event terms,Acknowledged
Product View,Vanguard Tech,Shirley Turner,Security Operations Lead,shirleyt@vanguardtech.io,+92 281-6075,3869 Church St,Stockholm,Stockholm,Sweden,11120,"Accounting, Tax Preparation, Bookkeeping, And Payroll Services","Accounting, Tax Preparation, Bookkeeping, And Payroll Services",Very Low,5K-10K,$100M-$500M,2026-06-10 14:36:03,XDR Platform Overview,,,Delegate acknowledged event terms,Acknowledged
Content Download,Matrix Defense,Rachel Hernandez,VP of Security,rhernandez@matrixdefens.org,+32 657-5286,5366 Hill Rd,London,England,United Kingdom Of Great Britain And Northern Ireland (The),EC1,Wired And Wireless Telecommunications Carriers,Wired And Wireless Telecommunications Carriers,Medium,10K-50K,Less Than $1M,2026-06-10 09:37:29,"Research, News, And Perspectives",,,Delegate consented to badge scan,Accepted
Product View,Orion Networks,Paul Moore,DevSecOps Engineer,pmoore@orionnetwork.io,(257) 766-9526,3937 Main St,Montreal,Quebec,Canada,H2X,"Architectural, Engineering, And Related Services","Architectural, Engineering, And Related Services",Very High,501-1K,$10M-$50M,2026-06-10 10:45:31,Defensive AI Security Panel,,,Delegate consented to badge scan,Accepted
Content Download,Prism Networks,Kevin Alvarez,SIEM Engineer,kalvarez@prismnetwork.com,(913) 760-3603,9155 Pine Ln,Seattle,WA,United States  ,98101,Activities Related To Credit Intermediation,Activities Related To Credit Intermediation,High,50K+,More Than $10B,2026-06-10 13:16:14,Defensive AI Security Panel,,,Delegate acknowledged event terms,Acknowledged
Content Download,Nexus Technologies,John Bennett,VP Engineering,john@nexustechnol.net,(881) 812-6735,9786 Main St,Calgary,Alberta,Canada,T2P,"Electric Power Generation, Transmission And Distribution","Electric Power Generation, Transmission And Distribution",Very Low,501-1K,$1M-$10M,2026-06-10 11:57:26,Cloud Security Posture Management Demo,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Quantum Systems,Christine Harris,Compliance Analyst,christineh@quantumsyste.net,(795) 427-8618,1108 Mission St,Atlanta,GA,United States  ,30301,Wired And Wireless Telecommunications Carriers,Wired And Wireless Telecommunications Carriers,High,10K-50K,$1B-$10B,2026-06-10 13:25:58,Zero Trust Architecture Deep Dive,,,Delegate consented to badge scan,Accepted
Product View,Radiant Software,Jennifer Clark,Penetration Tester,jennifer@radiantsoftw.co,(972) 914-9090,3058 Main St,Boston,MA,United States  ,02101,Oil And Gas Extraction,Oil And Gas Extraction,Medium,10K-50K,$500M-$1B,2026-06-10 12:08:03,"Research, News, And Perspectives",,,Delegate consented to badge scan,Accepted
Product View,Evergreen IT,Betty Gomez,CISO,betty@evergreenit.co,+2 461-9566,3516 Forest Ave,Belo Horizonte,MG,Brazil,30130,"Data Processing, Hosting, And Related Services","Data Processing, Hosting, And Related Services",Very Low,Unavailable,$10M-$50M,2026-06-10 10:42:31,Container Security Workshop,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Harbor IT,Keith Torres,Product Security Lead,keith.torres@harborit.co,(300) 231-7552,5679 Pine Ln,Mesa,AZ,United States  ,85201,Scientific Research And Development Services,Scientific Research And Development Services,Very High,10K-50K,$100M-$500M,2026-06-10 13:40:23,AI-Powered SOC Walkthrough,,,Delegate consented to badge scan,Accepted
Content Download,Meridian Data,David Green,Vulnerability Management Engineer,davidg@meridiandata.com,(853) 365-9136,4371 River Rd,Washington,DC,United States  ,20001,Educational Services,Educational Services,Very Low,1-100,$500M-$1B,2026-06-10 08:57:49,"Research, News, And Perspectives",,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Keystone Digital,Emma Smith,Cloud Architect,emma@keystonedigi.com,(720) 578-2643,5802 Lincoln Blvd,Mesa,AZ,United States  ,85201,Motor Vehicle Manufacturing,Motor Vehicle Manufacturing,Very Low,10K-50K,$100M-$500M,2026-06-10 11:06:24,Zero Trust Architecture Deep Dive,,,Delegate acknowledged event terms,Acknowledged
Product View,Keystone Digital,Harold Long,Vulnerability Management Engineer,harold.long@keystonedigi.org,+88 624-9490,7684 Broadway,Bangalore,Karnataka,India,560001,Insurance Carriers,Insurance Carriers,Very High,10K-50K,$1M-$10M,2026-06-10 13:53:05,XDR Platform Overview,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Harbor IT,Michelle Moore,Security Architect,michelle.moore@harborit.net,(515) 915-8826,6715 Cedar Blvd,Atlanta,GA,United States  ,30301,General Medical And Surgical Hospitals,General Medical And Surgical Hospitals,Low,1-100,$100M-$500M,2026-06-10 16:34:23,Not Applicable,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Eclipse Security,Betty Flores,SOC Analyst,betty@eclipsesecur.net,+14 543-6507,4065 Market St,Tokyo,Tokyo,Japan,100-0001,Oil And Gas Extraction,Oil And Gas Extraction,Medium,50K+,$1B-$10B,2026-06-10 16:01:25,Container Security Workshop,,,Delegate acknowledged event terms,Acknowledged
Badge Scan,Polaris AI,Debra Turner,GRC Manager,debrat@polarisai.com,+67 477-7087,2365 Lake St,Dubai,Dubai,United Arab Emirates,00000,"Accounting, Tax Preparation, Bookkeeping, And Payroll Services","Accounting, Tax Preparation, Bookkeeping, And Payroll Services",Very Low,Unavailable,$1M-$10M,2026-06-10 15:49:58,Container Security Workshop,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Helix Technologies,Christian Hill,GRC Manager,christian.hill@helixtechnol.org,+2 225-2341,543 Pine Ln,Belo Horizonte,MG,Brazil,30130,Wired And Wireless Telecommunications Carriers,Wired And Wireless Telecommunications Carriers,Very High,1K-5K,$1M-$10M,2026-06-10 12:52:39,Not Applicable,,,Delegate acknowledged event terms,Acknowledged
Badge Scan,Orion Networks,Sarah Wright,VP of Security,sarah@orionnetwork.org,(917) 773-2527,5233 Broadway,Austin,TX,United States  ,78701,Depository Credit Intermediation,Depository Credit Intermediation,Very High,50K+,$1M-$10M,2026-06-10 12:59:22,"Research, News, And Perspectives",,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Stratos Computing,Timothy Jimenez,Compliance Analyst,timothyj@stratoscompu.org,(967) 208-9338,510 Broadway,Austin,TX,United States  ,78701,Depository Credit Intermediation,Depository Credit Intermediation,Very Low,501-1K,More Than $10B,2026-06-10 17:25:08,Cloud Security Posture Management Demo,,,Delegate consented to badge scan,Accepted
Content Download,Obsidian Tech,Zachary Wright,Security Consultant,zachary.wright@obsidiantech.org,(376) 595-2770,5316 Lake St,Los Angeles,CA,United States  ,90001,Aerospace Product And Parts Manufacturing,Aerospace Product And Parts Manufacturing,High,50K+,$1B-$10B,2026-06-10 10:23:44,Defensive AI Security Panel,,,Delegate consented to badge scan,Accepted
Content Download,Lunar Labs,Evelyn Jimenez,GRC Manager,evelynj@lunarlabs.com,(908) 446-4409,5057 Park Ave,Miami,FL,United States  ,33101,"Management, Scientific, And Technical Consulting Services","Management, Scientific, And Technical Consulting Services",Medium,1K-5K,More Than $10B,2026-06-10 14:33:06,Defensive AI Security Panel,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Trident Systems,Carl Thompson,Forensics Analyst,carl@tridentsyste.com,(485) 201-3517,7484 Church St,San Francisco,CA,United States  ,94102,Oil And Gas Extraction,Oil And Gas Extraction,Low,50K+,$10M-$50M,2026-06-10 14:53:27,Container Security Workshop,,,Delegate acknowledged event terms,Acknowledged
Product View,Forge Digital,Stephen Richardson,Compliance Analyst,stephen@forgedigital.org,(440) 702-3731,6666 Main St,Denver,CO,United States  ,80201,General Medical And Surgical Hospitals,General Medical And Surgical Hospitals,High,1-100,Unavailable,2026-06-10 10:21:05,AI-Powered SOC Walkthrough,,,Delegate consented to badge scan,Accepted
Badge Scan,Nexus Technologies,Terry Jackson,Product Security Lead,tjackson@nexustechnol.net,(840) 474-7912,5245 Hill Rd,San Francisco,CA,United States  ,94102,Software Publishers,Software Publishers,Low,1-100,$10M-$50M,2026-06-10 10:43:00,"Research, News, And Perspectives",,,Delegate acknowledged event terms,Acknowledged
Badge Scan,Vanguard Tech,Carol Thomas,DevSecOps Engineer,cthomas@vanguardtech.co,+30 270-9108,2453 Cedar Blvd,Dublin,Dublin,Ireland,D01,"Accounting, Tax Preparation, Bookkeeping, And Payroll Services","Accounting, Tax Preparation, Bookkeeping, And Payroll Services",Medium,5K-10K,$10M-$50M,2026-06-10 12:52:38,Hacking The AI Stack: Live Red Team Demo,,,Delegate consented to badge scan,Accepted
Badge Scan,Onyx Security,Tyler Davis,Product Security Lead,tdavis@onyxsecurity.io,(380) 714-5933,7062 Forest Ave,Washington,DC,United States  ,20001,Pharmaceutical And Medicine Manufacturing,Pharmaceutical And Medicine Manufacturing,Very Low,Unavailable,$1M-$10M,2026-06-10 08:49:35,Container Security Workshop,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Stratos Computing,Matthew Foster,GRC Manager,matthew.foster@stratoscompu.io,+34 453-6852,5046 Park Ave,Amsterdam,North Holland,Netherlands,1012,"Management, Scientific, And Technical Consulting Services","Management, Scientific, And Technical Consulting Services",High,501-1K,$10M-$50M,2026-06-10 16:42:11,Defensive AI Security Panel,,,Delegate consented to badge scan,Accepted
Content Download,Onyx Security,Susan King,Security Operations Lead,sking@onyxsecurity.org,(232) 423-9054,4246 Church St,Montreal,Quebec,Canada,H2X,Pharmaceutical And Medicine Manufacturing,Pharmaceutical And Medicine Manufacturing,Medium,1-100,Unavailable,2026-06-10 11:51:35,Threat Intelligence Briefing,,,Delegate acknowledged event terms,Acknowledged
Badge Scan,Sentinel Corp,Jonathan Lewis,Endpoint Security Engineer,jlewis@sentinelcorp.com,(645) 964-7255,8013 Valley Dr,Austin,TX,United States  ,78701,"Accounting, Tax Preparation, Bookkeeping, And Payroll Services","Accounting, Tax Preparation, Bookkeeping, And Payroll Services",Very High,10K-50K,Unavailable,2026-06-10 16:02:31,Threat Intelligence Briefing,,,Delegate consented to badge scan,Accepted
Content Download,Obsidian Tech,Nancy Sanders,IAM Specialist,nancys@obsidiantech.io,+99 703-1610,3120 Cedar Blvd,Tokyo,Tokyo,Japan,100-0001,"Securities, Commodity Contracts, And Other Financial Investments","Securities, Commodity Contracts, And Other Financial Investments",Very High,5K-10K,Less Than $1M,2026-06-10 13:56:38,XDR Platform Overview,,,Delegate consented to badge scan,Accepted
Badge Scan,Sapphire Systems,Justin Gray,Data Protection Officer,justing@sapphiresyst.com,+78 747-7566,2635 Park Ave,Sao Paulo,SP,Brazil,01310,Motor Vehicle Manufacturing,Motor Vehicle Manufacturing,Very High,1-100,$500M-$1B,2026-06-10 10:52:52,"Research, News, And Perspectives",,,Delegate consented to badge scan,Accepted
Product View,Vanguard Tech,Shirley James,Chief Privacy Officer,shirley.james@vanguardtech.io,+61 971-1372,1142 Harbor Dr,Stockholm,Stockholm,Sweden,11120,Activities Related To Credit Intermediation,Activities Related To Credit Intermediation,High,10K-50K,$500M-$1B,2026-06-10 14:03:39,XDR Platform Overview,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Forge Digital,Kyle Collins,VP of Security,kyle@forgedigital.org,+89 719-9324,9334 Oak Ave,Zurich,Zurich,Switzerland,8001,"Data Processing, Hosting, And Related Services","Data Processing, Hosting, And Related Services",High,101-500,$1B-$10B,2026-06-10 16:53:14,Threat Intelligence Briefing,,,Delegate consented to badge scan,Accepted
Badge Scan,Matrix Defense,Terry Patel,Security Operations Lead,terry.patel@matrixdefens.org,+2 673-4512,3775 Lake St,Dublin,Dublin,Ireland,D01,"Securities, Commodity Contracts, And Other Financial Investments","Securities, Commodity Contracts, And Other Financial Investments",Very Low,Unavailable,$1M-$10M,2026-06-10 13:49:41,Cloud Security Posture Management Demo,,,Delegate consented to badge scan,Accepted
Badge Scan,Pylon Solutions,John Sanchez,Application Security Engineer,jsanchez@pylonsolutio.org,(651) 953-4605,1891 River Rd,Los Angeles,CA,United States  ,90001,"Securities, Commodity Contracts, And Other Financial Investments","Securities, Commodity Contracts, And Other Financial Investments",Very High,10K-50K,Less Than $1M,2026-06-10 12:55:31,Container Security Workshop,,,Delegate consented to badge scan,Accepted
Badge Scan,Obsidian Tech,Cheryl Watson,Incident Response Lead,cwatson@obsidiantech.co,+89 281-3181,7980 Church St,Mexico City,CDMX,Mexico,06600,Motor Vehicle Manufacturing,Motor Vehicle Manufacturing,Very Low,501-1K,Unavailable,2026-06-10 12:16:59,Not Applicable,,,Delegate acknowledged event terms,Acknowledged
Badge Scan,Polaris AI,Gerald Gomez,Penetration Tester,geraldg@polarisai.net,(401) 241-4646,8993 Elm St,Mesa,AZ,United States  ,85201,Insurance Carriers,Insurance Carriers,High,101-500,$100M-$500M,2026-06-10 17:55:38,XDR Platform Overview,,,Delegate acknowledged event terms,Acknowledged
Content Download,Sapphire Systems,Jeremy Garcia,Risk Analyst,jeremy@sapphiresyst.com,+11 143-2733,5720 Park Ave,Sao Paulo,SP,Brazil,01310,Pharmaceutical And Medicine Manufacturing,Pharmaceutical And Medicine Manufacturing,Low,Unavailable,$10M-$50M,2026-06-10 13:52:43,Cloud Security Posture Management Demo,,,Delegate acknowledged event terms,Acknowledged
Badge Scan,Nexus Technologies,Lauren Robinson,SOC Analyst,lrobinson@nexustechnol.co,(216) 334-3643,7888 Pine Ln,Denver,CO,United States  ,80201,Oil And Gas Extraction,Oil And Gas Extraction,High,10K-50K,$10M-$50M,2026-06-10 10:05:12,Cloud Security Posture Management Demo,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Slate Digital,Carol Morales,Risk Analyst,carolm@slatedigital.net,(439) 755-3599,6947 Market St,Phoenix,AZ,United States  ,85001,Depository Credit Intermediation,Depository Credit Intermediation,High,10K-50K,More Than $10B,2026-06-10 10:24:01,Threat Intelligence Briefing,,,Delegate consented to badge scan,Accepted
Product View,Cipher Defense,Peter Reyes,Network Security Engineer,peterr@cipherdefens.org,(493) 977-1998,6342 Spring St,Mesa,AZ,United States  ,85201,Activities Related To Credit Intermediation,Activities Related To Credit Intermediation,Low,5K-10K,Unavailable,2026-06-10 15:56:56,Not Applicable,,,Delegate consented to badge scan,Accepted
Product View,Eclipse Security,Andrea Morales,Third Party Risk Manager,andream@eclipsesecur.net,+97 297-7383,418 Hill Rd,Seoul,Seoul,South Korea,04524,"Accounting, Tax Preparation, Bookkeeping, And Payroll Services","Accounting, Tax Preparation, Bookkeeping, And Payroll Services",Low,1-100,Unavailable,2026-06-10 09:10:18,Hacking The AI Stack: Live Red Team Demo,,,Delegate consented to badge scan,Accepted
Content Download,Vertex Solutions,Patricia Williams,SOC Manager,patriciaw@vertexsoluti.io,+82 356-2158,9714 Spring St,Zurich,Zurich,Switzerland,8001,"Architectural, Engineering, And Related Services","Architectural, Engineering, And Related Services",High,1-100,$50M-$100M,2026-06-10 11:20:20,"Research, News, And Perspectives",,,Delegate consented to badge scan,Accepted
Badge Scan,Obsidian Tech,Samantha Davis,IAM Specialist,samantha@obsidiantech.io,+84 398-7048,4443 Valley Dr,Dublin,Dublin,Ireland,D01,Motor Vehicle Manufacturing,Motor Vehicle Manufacturing,Medium,5K-10K,More Than $10B,2026-06-10 10:55:05,Threat Intelligence Briefing,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Matrix Defense,Terry Murphy,Chief Privacy Officer,terry.murphy@matrixdefens.net,(617) 601-7348,7462 Washington Ave,Calgary,Alberta,Canada,T2P,Aerospace Product And Parts Manufacturing,Aerospace Product And Parts Manufacturing,Very High,5K-10K,$10M-$50M,2026-06-10 08:06:16,XDR Platform Overview,,,Delegate acknowledged event terms,Acknowledged
Exhibitor Bookmarked,Aegis Solutions,Donald Ramirez,Forensics Analyst,dramirez@aegissolutio.co,+4 657-9066,8583 Broadway,Seoul,Seoul,South Korea,04524,Other Information Services,Other Information Services,Very High,1-100,$1M-$10M,2026-06-10 11:13:05,Container Security Workshop,,,Delegate acknowledged event terms,Acknowledged
Content Download,Pinnacle Software,Karen Thompson,Endpoint Security Engineer,karen.thompson@pinnaclesoft.com,(234) 377-7369,2907 Pine Ln,Dallas,TX,United States  ,75201,Other Information Services,Other Information Services,Medium,101-500,$50M-$100M,2026-06-10 11:29:42,Cloud Security Posture Management Demo,,,Delegate acknowledged event terms,Acknowledged
Product View,Slate Digital,Olivia Taylor,IT Manager,olivia@slatedigital.io,+4 841-2627,2848 Valley Dr,Dublin,Dublin,Ireland,D01,Aerospace Product And Parts Manufacturing,Aerospace Product And Parts Manufacturing,Low,1-100,Less Than $1M,2026-06-10 12:49:51,AI-Powered SOC Walkthrough,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Trident Systems,Melissa Garcia,Threat Intelligence Analyst,melissag@tridentsyste.net,(641) 876-8642,8506 Maple Dr,Seattle,WA,United States  ,98101,Oil And Gas Extraction,Oil And Gas Extraction,Very Low,1K-5K,$1M-$10M,2026-06-10 16:55:25,"Research, News, And Perspectives",,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Pylon Solutions,Jonathan Miller,Cloud Security Engineer,jonathan@pylonsolutio.net,(743) 315-5965,1766 Lincoln Blvd,Montreal,Quebec,Canada,H2X,"Electric Power Generation, Transmission And Distribution","Electric Power Generation, Transmission And Distribution",High,Unavailable,$1M-$10M,2026-06-10 13:17:22,Cloud Security Posture Management Demo,,,Delegate acknowledged event terms,Acknowledged
Product View,Sentinel Corp,Sarah Richardson,Network Security Engineer,sarah@sentinelcorp.org,(240) 582-7605,8940 Lake St,New York,NY,United States  ,10001,Motor Vehicle Manufacturing,Motor Vehicle Manufacturing,Medium,1K-5K,$100M-$500M,2026-06-10 08:59:32,Hacking The AI Stack: Live Red Team Demo,,,Delegate acknowledged event terms,Acknowledged
Content Download,Falcon Security,Richard Reyes,Security Operations Lead,richard.reyes@falconsecuri.io,(331) 378-6510,4171 Harbor Dr,Miami,FL,United States  ,33101,Motor Vehicle Manufacturing,Motor Vehicle Manufacturing,Low,501-1K,More Than $10B,2026-06-10 11:04:18,Cloud Security Posture Management Demo,,,Delegate acknowledged event terms,Acknowledged
Product View,Drift Security,Jonathan Torres,GRC Manager,jtorres@driftsecurit.net,(538) 457-8011,7790 Market St,Mesa,AZ,United States  ,85201,Wired And Wireless Telecommunications Carriers,Wired And Wireless Telecommunications Carriers,Low,1K-5K,$1B-$10B,2026-06-10 16:02:29,Threat Intelligence Briefing,,,Delegate consented to badge scan,Accepted
Content Download,Trident Systems,Hannah Harris,Red Team Lead,hannahh@tridentsyste.net,(385) 614-8910,4997 Main St,New York,NY,United States  ,10001,Wired And Wireless Telecommunications Carriers,Wired And Wireless Telecommunications Carriers,Very High,1-100,More Than $10B,2026-06-10 11:47:52,Threat Intelligence Briefing,,,Delegate consented to badge scan,Accepted
Content Download,Pylon Solutions,Andrew Perez,Product Security Lead,andrew@pylonsolutio.net,(849) 883-6830,5075 Park Ave,Atlanta,GA,United States  ,30301,"Accounting, Tax Preparation, Bookkeeping, And Payroll Services","Accounting, Tax Preparation, Bookkeeping, And Payroll Services",Very Low,501-1K,$1M-$10M,2026-06-10 14:35:28,XDR Platform Overview,,,Delegate acknowledged event terms,Acknowledged
Product View,Coral Systems,Christine Williams,Security Architect,cwilliams@coralsystems.co,+42 830-7578,656 River Rd,Tokyo,Tokyo,Japan,100-0001,"Architectural, Engineering, And Related Services","Architectural, Engineering, And Related Services",Low,1K-5K,$500M-$1B,2026-06-10 09:09:56,Hacking The AI Stack: Live Red Team Demo,,,Delegate acknowledged event terms,Acknowledged
Content Download,Prism Networks,Walter Foster,Third Party Risk Manager,walter@prismnetwork.com,+51 134-8775,197 Park Ave,Dublin,Dublin,Ireland,D01,Other Information Services,Other Information Services,Low,10K-50K,$1M-$10M,2026-06-10 16:51:51,Cloud Security Posture Management Demo,,,Delegate acknowledged event terms,Acknowledged
Content Download,Keystone Digital,Deborah Hernandez,Product Security Lead,deborah.hernandez@keystonedigi.org,(973) 456-8321,9793 Forest Ave,Dallas,TX,United States  ,75201,Depository Credit Intermediation,Depository Credit Intermediation,Very Low,501-1K,$1B-$10B,2026-06-10 14:06:43,Defensive AI Security Panel,,,Delegate consented to badge scan,Accepted
Content Download,Matrix Defense,Jacqueline Morgan,Systems Administrator,jacquelinem@matrixdefens.co,(751) 723-2332,7077 Mission St,Calgary,Alberta,Canada,T2P,"Data Processing, Hosting, And Related Services","Data Processing, Hosting, And Related Services",Very High,1-100,$1B-$10B,2026-06-10 14:00:28,Hacking The AI Stack: Live Red Team Demo,,,Delegate acknowledged event terms,Acknowledged
Content Download,Beacon Networks,Anthony Kelly,Cloud Architect,anthonyk@beaconnetwor.net,+66 883-6291,4906 Hill Rd,Dublin,Dublin,Ireland,D01,Aerospace Product And Parts Manufacturing,Aerospace Product And Parts Manufacturing,High,5K-10K,More Than $10B,2026-06-10 16:24:47,Defensive AI Security Panel,,,Delegate acknowledged event terms,Acknowledged
Product View,Onyx Security,Diane Garcia,CTO,dgarcia@onyxsecurity.org,+22 974-8641,6082 Lake St,Sydney,NSW,Australia,2000,"Architectural, Engineering, And Related Services","Architectural, Engineering, And Related Services",Very Low,101-500,$500M-$1B,2026-06-10 15:45:04,Cloud Security Posture Management Demo,,,Delegate consented to badge scan,Accepted
Badge Scan,Sapphire Systems,Joshua Stewart,Security Operations Lead,joshua.stewart@sapphiresyst.net,(752) 258-7020,2160 Market St,Austin,TX,United States  ,78701,"Data Processing, Hosting, And Related Services","Data Processing, Hosting, And Related Services",Very High,501-1K,Less Than $1M,2026-06-10 08:49:14,Container Security Workshop,,,Delegate acknowledged event terms,Acknowledged
Badge Scan,Redline Software,Katherine Allen,Red Team Lead,kallen@redlinesoftw.net,(364) 444-8943,5584 Hill Rd,Toronto,Ontario,Canada,M5A,Activities Related To Credit Intermediation,Activities Related To Credit Intermediation,Very High,1K-5K,Unavailable,2026-06-10 17:28:45,AI-Powered SOC Walkthrough,,,Delegate acknowledged event terms,Acknowledged
Product View,Ember Technologies,Laura Robinson,Threat Intelligence Analyst,lrobinson@embertechnol.org,(713) 845-3848,230 Forest Ave,Boston,MA,United States  ,02101,Scientific Research And Development Services,Scientific Research And Development Services,High,50K+,$500M-$1B,2026-06-10 11:46:47,Zero Trust Architecture Deep Dive,,,Delegate consented to badge scan,Accepted
Badge Scan,Keystone Digital,Megan Ward,Deputy CISO,megan.ward@keystonedigi.io,(220) 410-3749,6950 Forest Ave,Boston,MA,United States  ,02101,Scientific Research And Development Services,Scientific Research And Development Services,High,101-500,More Than $10B,2026-06-10 08:14:17,Container Security Workshop,,,Delegate consented to badge scan,Accepted
Badge Scan,Titan Systems,Roger Phillips,IT Manager,rphillips@titansystems.net,+94 723-5833,2751 Valley Dr,Paris,Ile-de-France,France,75001,"Accounting, Tax Preparation, Bookkeeping, And Payroll Services","Accounting, Tax Preparation, Bookkeeping, And Payroll Services",Very Low,101-500,$10M-$50M,2026-06-10 10:25:23,Not Applicable,,,Delegate consented to badge scan,Accepted
Exhibitor Bookmarked,Atlas Computing,Sandra Campbell,SIEM Engineer,sandrac@atlascomputi.co,+51 863-7461,2004 Forest Ave,Mumbai,Maharashtra,India,400001,General Medical And Surgical Hospitals,General Medical And Surgical Hospitals,Low,5K-10K,$10M-$50M,2026-06-10 11:27:27,AI-Powered SOC Walkthrough,,,Delegate acknowledged event terms,Acknowledged
